"genes","cluster"
"K06148",4
"K06168",4
"K06189",4
"K06201",4
"K06270",4
"K06383",4
"K06396",4
"K06413",4
"K06436",4
"K06595",4
"K06646",4
"K06653",4
"K06699",4
"K06907",4
"K06915",4
"K06925",4
"K06962",4
"K06989",4
"K07003",4
"K07096",4
"K07117",4
"K07151",4
"K07180",4
"K07203",4
"K07273",4
"K07277",4
"K07304",4
"K07305",4
"K07306",4
"K07332",4
"K07374",4
"K07375",4
"K07451",4
"K07481",4
"K07485",4
"K07512",4
"K07552",4
"K07562",4
"K07638",4
"K07646",4
"K07739",4
"K07750",4
"K07768",4
"K07936",4
"K07937",4
"K07964",4
"K08150",4
"K08176",4
"K08192",4
"K08195",4
"K08286",4
"K08287",4
"K08348",4
"K08351",4
"K08675",4
"K08711",4
"K08712",4
"K08832",4
"K08956",4
"K08963",4
"K09043",4
"K09467",4
"K09474",4
"K09490",4
"K09497",4
"K09500",4
"K09510",4
"K09522",4
"K09523",4
"K09554",4
"K09580",4
"K09862",4
"K10066",4
"K10108",4
"K10206",4
"K10207",4
"K10258",4
"K10259",4
"K10355",4
"K10357",4
"K10398",4
"K10520",4
"K10541",4
"K10590",4
"K10591",4
"K10625",4
"K10632",4
"K10908",4
"K10956",4
"K10967",4
"K10969",4
"K10984",4
"K11103",4
"K11105",4
"K11131",4
"K11204",4
"K11227",4
"K11229",4
"K11240",4
"K11244",4
"K11245",4
"K11252",4
"K11254",4
"K11269",4
"K11292",4
"K11370",4
"K11578",4
"K11593",4
"K11786",4
"K11811",4
"K11838",4
"K11841",4
"K11849",4
"K11921",4
"K11968",4
"K12041",4
"K12261",4
"K12264",4
"K12267",4
"K12346",4
"K12374",4
"K12396",4
"K12411",4
"K12414",4
"K12442",4
"K12471",4
"K12472",4
"K12493",4
"K12562",4
"K12603",4
"K12609",4
"K12614",4
"K12617",4
"K12618",4
"K12670",4
"K12684",4
"K12771",4
"K12812",4
"K12821",4
"K12851",4
"K12882",4
"K12940",4
"K12956",4
"K12960",4
"K13024",4
"K13051",4
"K13126",4
"K13201",4
"K13289",4
"K13303",4
"K13310",4
"K13333",4
"K13507",4
"K13519",4
"K13526",4
"K13566",4
"K13581",4
"K13653",4
"K13730",4
"K13797",4
"K13886",4
"K14007",4
"K14155",4
"K14264",4
"K14289",4
"K14290",4
"K14312",4
"K14411",4
"K14455",4
"K14544",4
"K14565",4
"K14575",4
"K14651",4
"K14665",4
"K14679",4
"K14682",4
"K14709",4
"K14753",4
"K14792",4
"K14799",4
"K14802",4
"K14803",4
"K14812",4
"K15026",4
"K15042",4
"K15072",4
"K15082",4
"K15100",4
"K15172",4
"K15192",4
"K15216",4
"K15289",4
"K15342",4
"K15371",4
"K15429",4
"K15437",4
"K15455",4
"K15633",4
"K15634",4
"K15721",4
"K15739",4
"K15835",4
"K15859",4
"K15868",4
"K16043",4
"K16073",4
"K16213",4
"K16230",4
"K16261",4
"K16920",4
"K16962",4
"K17064",4
"K17069",4
"K17086",4
"K17255",4
"K17261",4
"K17267",4
"K17473",4
"K17498",4
"K17741",4
"K17785",4
"K17974",4
"K18044",4
"K18442",4
"K18655",4
"K18725",4
"K18748",4
"K18778",4
"K18968",4
"K19115",4
"K19222",4
"K19286",4
"K19294",4
"K19430",4
"K19487",4
"K19564",4
"K19703",4
"K19792",4
"K19800",4
"K19844",4
"K19851",4
"K19852",4
"K19956",4
"K19984",4
"K19997",4
"K20037",4
"K20040",4
"K20042",4
"K20044",4
"K20046",4
"K20060",4
"K20062",4
"K20120",4
"K20178",4
"K20223",4
"K20241",4
"K20353",4
"K20366",4
"K20465",4
"K20522",4
"K20524",4
"K20608",4
"K20930",4
"K21071",4
"K21237",4
"K21239",4
"K21394",4
"K21592",4
"K21646",4
"K21752",4
"K21960",4
"K21989",4
"K22013",4
"K22230",4
"K22232",4
"K22337",4
"K22496",4
"K22605",4
"K22698",4
"K22725",4
"K22832",4
"K22836",4
"K23039",4
"K23184",4
"K23412",4
"K23451",4
"K23481",4
"K24012",4
"K24041",4
"K24139",4
"K24160",4
"K24696",4
"K24708",4
"K24847",4
"K24915",4
"K24965",4
"K24966",4
"K25010",4
"K25133",4
"K25290",4
"K25308",4
"K25589",4
"K25639",4
"K25763",4
"K25900",4
"K26046",4
"K26318",4
"K26404",4
"K26550",4
"K26709",4
"K26735",4
"K26905",4
"K26979",4
"K27165",4
"K27388",4
"K27540",4
"K27658",4
"K27691",4
"K27692",4
