id	T1_LoCHO_PROT_mean	T2_LoCHO_PROT_mean	theta	prob	log2FC	P	level1	level2	level3	ko_name	color	sig
K18898	25.5262888841219	40.7119998928327	-0.454965982860104	0.812969103689299	-0.673470284522688	0.187030896310701	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdtE; membrane fusion protein, multidrug efflux system	lightblue	notsig
K07690	0.99323500150197	1.44333573085997	-0.205268984314221	0.779897651388694	-0.539199912743261	0.220102348611306	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	evgA, bvgA; two-component system, NarL family, response regulator EvgA	lightblue	notsig
K18139	54.0702157388227	78.524882365988	-0.403693737461966	0.796290824839117	-0.538315763904101	0.203709175160883	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system	lightblue	notsig
K18142	1.38762097022804	1.97590698977506	-0.250472611167719	0.794999134822706	-0.50990148930925	0.205000865177294	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrF; multidrug efflux pump	lightblue	notsig
K17881	0.537337224887096	0.74176199486452	-0.280304488448408	0.805263042635119	-0.465128564897072	0.194736957364881	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadB; aminoglycoside 2''-adenylyltransferase [EC:2.7.7.46]	lightblue	notsig
K18907	1.932819297217	2.66647597914551	-0.196204814573349	0.777056507714756	-0.464227567935369	0.222943492285244	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	norG; GntR family transcriptional regulator, regulator for abcA and norABC	lightblue	notsig
K07260	87.3145130015463	116.047578428609	-0.406891448169141	0.797295942050003	-0.41042304141593	0.202704057949997	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	lightblue	notsig
K03585	38.2256443605484	50.2425368407313	-0.306838190881392	0.805848227704973	-0.394368489514006	0.194151772295027	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system	lightblue	notsig
K15739	1.84620311319753	2.42505327894791	-0.140712204264536	0.727130139572867	-0.393455161690601	0.272869860427133	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanB, vanA, vanD; D-alanine---(R)-lactate ligase [EC:6.1.2.1]	lightblue	notsig
K19077	5.80944492689561	7.34891098852496	-0.201696273206414	0.778850100131173	-0.33913015194044	0.221149899868827	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	graS; two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3]	lightblue	notsig
K07637	0.619958375330995	0.768996108336582	-0.143715232851698	0.732307719526535	-0.310804942488104	0.267692280473465	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]	lightblue	notsig
K18591	4.32253116359021	5.359800131065	-0.167993100620149	0.761289638324737	-0.310302837937223	0.238710361675263	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dfrD, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	lightblue	notsig
K18856	0.661696742988529	0.81574310493372	-0.174695920601687	0.766229424683447	-0.301944709671214	0.233770575316553	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanC, vanE, vanG; D-alanine---D-serine ligase [EC:6.3.2.35]	lightblue	notsig
K18347	0.561744460353874	0.685814837647036	-0.157228100599847	0.751072730059852	-0.287905125078765	0.248927269940148	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanH; D-specific alpha-keto acid dehydrogenase [EC:1.1.1.-]	lightblue	notsig
K08217	676.168410876365	801.248701902221	-0.49818142598717	0.8156864070724	-0.244867496214414	0.1843135929276	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mef; MFS transporter, DHA3 family, macrolide efflux protein	lightblue	notsig
K19078	7.65945961963393	8.8755918759911	-0.127020735366975	0.701223182444626	-0.212600717421833	0.298776817555374	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	graR; two-component system, OmpR family, response regulator protein GraR	lightblue	notsig
K08641	1.64425087060055	1.87470431170572	-0.076541299078938	0.666738128098179	-0.189232629895049	0.333261871901821	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	lightblue	notsig
K02546	0.541973072243509	0.599574600681759	-0.0876814035354738	0.669806951076387	-0.145718095274317	0.330193048923613	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mecI; BlaI family transcriptional regulator, methicillin resistance regulatory protein	lightblue	notsig
K18230	0.761991299230961	0.842781762026083	-0.0638152541630816	0.657157203318047	-0.145384569816557	0.342842796681953	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tylC, oleB, carA, srmB; macrolide transport system ATP-binding/permease protein	lightblue	notsig
K18344	1.24854054406398	1.343783244186	-0.05069306340596	0.642073454564617	-0.106057775431055	0.357926545435383	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanRB, vanR, vanRD; two-component system, OmpR family, response regulator VanR	lightblue	notsig
K19271	7.54152124290391	8.07176048318116	-0.0576507217078657	0.650276277884387	-0.0980277983438904	0.349723722115613	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	catA; chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]	lightblue	notsig
K19545	114.641570122605	121.283582742838	-0.0912190609273864	0.670221129178415	-0.0812540028752242	0.329778870821585	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	lnuA_C_D_E, lin; lincosamide nucleotidyltransferase A/C/D/E	lightblue	notsig
K18345	0.845025507026246	0.88902477230235	-0.0344063353347337	0.633214623041432	-0.0732287300226413	0.366785376958568	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanSB, vanS, vanSD; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]	lightblue	notsig
K03367	888.225360812441	909.488894679964	-0.0356507602918571	0.632914868043926	-0.0341302578972685	0.367085131956074	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltA; D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]	lightblue	notsig
K18138	6410.36944926715	6404.62077869173	0.00322037411157085	0.733199988467066	0.00129435589721887	0.266800011532934	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump	pink	notsig
K19591	8.07870091636904	8.05947416391696	0.00133606041896414	0.72576190148828	0.00343760721406376	0.27423809851172	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cueR; MerR family transcriptional regulator, copper efflux regulator	pink	notsig
K12340	23.9847773219962	23.8899313411743	0.0036502531132122	0.734894506269112	0.00571633787525125	0.265105493730888	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tolC, bepC, cyaE, raxC, sapF, rsaF, hasF; outer membrane protein	pink	notsig
K18938	1.49072736165565	1.47788713704254	0.00527723423563082	0.741312258257118	0.0124803297324985	0.258687741742882	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	qacR; TetR/AcrR family transcriptional regulator, repressor for qacA	pink	notsig
K18231	33.9862448428835	33.4110155852375	0.0169102365560595	0.785420854063962	0.024627130057263	0.214579145936038	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	msr, vmlR; macrolide transport system ATP-binding/permease protein	pink	notsig
K18555	0.611223865081719	0.59197139145595	0.0244562728155436	0.810656020520196	0.0461734185568493	0.189343979479804	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	qnr, mcbG; fluoroquinolone resistance protein	pink	notsig
K18590	0.506268015829014	0.481435573322265	0.04950567214524	0.864342522395446	0.0725585962731622	0.135657477604554	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dfrA12, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	pink	notsig
K18899	1.68238072303406	1.59914678538702	0.034905237516518	0.838963507122153	0.0732018550582898	0.161036492877847	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdtF; multidrug efflux pump	pink	notsig
K18816	0.512648602014147	0.485952095691908	0.0533491291148631	0.868581153873917	0.0771561583542998	0.131418846126083	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac6-I, aacA7; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	pink	notsig
K07660	0.542159666432432	0.505742536040721	0.0707395490619771	0.879129533597764	0.100314665891191	0.120870466402236	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	phoP; two-component system, OmpR family, response regulator PhoP	pink	notsig
K18908	754.415324425011	702.502699342827	0.302191017910814	0.818334577012011	0.102855212898212	0.181665422987989	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mepA; MATE family, multidrug efflux pump	pink	notsig
K08160	0.517238085578486	0.475777462698641	0.082282786766456	0.881257854226915	0.120541574670254	0.118742145773085	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdfA, cmr; MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein	pink	notsig
K18782	0.528750060561725	0.485952095691908	0.0846359561107083	0.881397945379081	0.121771820990036	0.118602054620919	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaIMP; metallo-beta-lactamase class B IMP [EC:3.5.2.6]	pink	notsig
K18131	0.528750060561725	0.485514762792754	0.0852095496658355	0.881418258275869	0.123070759892459	0.118581741724131	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mexR; MarR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon	pink	notsig
K19063	0.528750060561725	0.48228735221341	0.091712874580716	0.881327483317228	0.132692946960932	0.118672516682772	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat2; streptothricin acetyltransferase [EC:2.3.-.-]	pink	notsig
K19272	0.528750060561725	0.481892267867929	0.0935633265763614	0.881192301790872	0.133875270764482	0.118807698209128	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-I; aminoglycoside 3'-phosphotransferase I [EC:2.7.1.95]	pink	notsig
K21252	0.543321909475205	0.494978393271389	0.0925181174847632	0.881274244396304	0.134441674669163	0.118725755603696	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	fosX; fosfomycin resistance protein FosX	pink	notsig
K18218	347.016467980943	314.145861097149	0.178592248211803	0.833404595542576	0.143569556269497	0.166595404457424	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tet35; tetracycline resistance efflux pump	pink	notsig
K18140	0.738343059162518	0.667924681593188	0.0764750429490757	0.880519090804177	0.144605870358391	0.119480909195823	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	envR, acrS; TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor	pink	notsig
K09476	0.521873962243123	0.471909023172468	0.100146129443331	0.880298114666533	0.145192666749743	0.119701885333467	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ompF; outer membrane pore protein F	pink	notsig
K18900	0.528750060561725	0.476243472793078	0.105516394655619	0.879045533907777	0.150886603748286	0.120954466092223	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC	pink	notsig
K00638	1.33629408150247	1.20132181646854	0.0734528921556748	0.879879220331686	0.15361486054642	0.120120779668314	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	catB; chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	pink	notsig
K18552	0.526708191106408	0.468811584382579	0.114925720048286	0.875550160126423	0.167995676405342	0.124449839873577	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cmlA, cmlB, floR; MFS transporter, DHA1 family, chloramphenicol/florfenicol resistance protein	pink	notsig
K07665	126.102861219583	111.906542788525	0.152560937436141	0.85063497779558	0.172306621996661	0.14936502220442	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	pink	notsig
K02171	0.54986176017609	0.487778454648314	0.113702764121432	0.876103164815755	0.172842923503119	0.123896835184245	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaI; BlaI family transcriptional regulator, penicillinase repressor	pink	notsig
K13632	3.14080460329038	2.76649192688853	0.0919065760038182	0.881314727180081	0.183076478642276	0.118685272819919	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	marA; AraC family transcriptional regulator, mar-sox-rob regulon activator	pink	notsig
K18792	0.57230846754489	0.50083024834355	0.121625645305652	0.87201801800218	0.19247125383837	0.12798198199782	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaOXA-10; beta-lactamase class D OXA-10 [EC:3.5.2.6]	pink	notsig
K19273	0.569495556391117	0.49820744115266	0.123152017185263	0.871104329926749	0.192938015426313	0.128895670073251	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat4; streptothricin acetyltransferase [EC:2.3.-.-]	pink	notsig
K22346	0.566033379592544	0.487386351148513	0.149333498293885	0.852856894313965	0.215821282686158	0.147143105686035	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaSME; beta-lactamase class A SME [EC:3.5.2.6]	pink	notsig
K08151	0.530291814791586	0.456513543027287	0.145915428208703	0.855247370574531	0.216128820092441	0.144752629425469	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetA; MFS transporter, DHA1 family, tetracycline resistance protein	pink	notsig
K18346	1.13609084643106	0.949136488148617	0.146334635989151	0.85495302478824	0.25939073284802	0.14504697521176	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanW; vancomycin resistance protein VanW	pink	notsig
K18220	372.425704557701	301.672991618401	0.401523322256414	0.812638590178494	0.303967110422034	0.187361409821506	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetM, tetO; ribosomal protection tetracycline resistance protein	pink	notsig
K19300	0.624949191683092	0.485514762792754	0.208691804941528	0.821632240884864	0.364223739973564	0.178367759115136	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-II; aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95]	pink	notsig
K19299	1.27080384469966	0.955915381186709	0.177884830339864	0.833839052473519	0.410786540092002	0.166160947526481	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-III; aminoglycoside 3'-phosphotransferase III [EC:2.7.1.95]	pink	notsig
K08167	0.595423098137871	0.441549122713342	0.276747764221321	0.820022132023947	0.431341241017005	0.179977867976053	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein	pink	notsig
K02547	11.8339133969234	8.69963369832499	0.258099330482717	0.820384056958987	0.443900680210882	0.179615943041013	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mecR1; methicillin resistance protein	pink	notsig
K07644	4.22954254843821	3.05993914407055	0.242451415037142	0.820390589037613	0.466998674312585	0.179609410962387	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]	pink	notsig
K05593	1.16902774780798	0.804637577580001	0.291989946222117	0.81916207161799	0.538898153485827	0.18083792838201	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadK; aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	pink	notsig
K19279	0.739456136290616	0.494978393271389	0.330934078865948	0.815399134611784	0.579099020567686	0.184600865388216	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ant9; aminoglycoside 9-adenylyltransferase [EC:2.7.7.-]	pink	notsig
K14188	0.716910328165078	0.466688884014162	0.318892453428481	0.816694857531352	0.619331572130287	0.183305142468648	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltC; D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]	pink	notsig
K18698	3.92241984142841	0.888602583187136	0.776248003531354	0.866988346270731	2.1421337241662	0.133011653729269	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaTEM; beta-lactamase class A TEM [EC:3.5.2.6]	pink	notsig
