id	T1_LoCHO_FAT_mean	T1_LoCHO_PROT_mean	theta	prob	log2FC	P	level1	level2	level3	ko_name	color	sig
K08167	0.447337132810514	0.614104950206078	-0.302804034511466	0.706700983777776	-0.457122713124688	0.293299016222224	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein	lightblue	notsig
K19300	0.464046883665071	0.636220210209489	-0.268124670878088	0.762965967718638	-0.455255630011259	0.237034032281362	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-II; aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95]	lightblue	notsig
K18591	3.36577462745274	4.39109424882904	-0.185311087679658	0.822965966874731	-0.383641923348764	0.177034033125269	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dfrD, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	lightblue	notsig
K18347	0.442615066432391	0.575075266096883	-0.25044484667996	0.789290285011408	-0.377698228246104	0.210709714988592	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanH; D-specific alpha-keto acid dehydrogenase [EC:1.1.1.-]	lightblue	notsig
K19273	0.454164567239719	0.582756387991352	-0.241136741804454	0.801218916068113	-0.359677758757308	0.198781083931887	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat4; streptothricin acetyltransferase [EC:2.3.-.-]	lightblue	notsig
K18138	5313.33776486084	6662.78688324452	-0.718473906155943	0.732237431035319	-0.326507321357411	0.267762568964681	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump	lightblue	notsig
K18552	0.443964632503117	0.541499692241833	-0.197284168132624	0.826320710747081	-0.286515765961403	0.173679289252919	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cmlA, cmlB, floR; MFS transporter, DHA1 family, chloramphenicol/florfenicol resistance protein	lightblue	notsig
K21252	0.459226077159273	0.557797901522101	-0.195839048377502	0.826140810863048	-0.280537939050601	0.173859189136952	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	fosX; fosfomycin resistance protein FosX	lightblue	notsig
K08151	0.454913844609814	0.545994434205449	-0.181066088863902	0.820787784466837	-0.263292903055606	0.179212215533163	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetA; MFS transporter, DHA1 family, tetracycline resistance protein	lightblue	notsig
K02171	0.4737907566395	0.560272587072589	-0.16421700141846	0.807033962773273	-0.241878853565686	0.192966037226727	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaI; BlaI family transcriptional regulator, penicillinase repressor	lightblue	notsig
K18816	0.446521933511465	0.527521783910423	-0.167871549598553	0.810717962042526	-0.240499627452155	0.189282037957474	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac6-I, aacA7; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	lightblue	notsig
K05593	1.03504649500247	1.21305026123755	-0.114305073458255	0.711892517009024	-0.228943751945313	0.288107482990976	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadK; aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	lightblue	notsig
K19063	0.464046883665071	0.543266442302963	-0.161660529632994	0.804225278658543	-0.227389362814917	0.195774721341457	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat2; streptothricin acetyltransferase [EC:2.3.-.-]	lightblue	notsig
K18900	0.464710393841753	0.543266442302963	-0.161023964270084	0.803490481026892	-0.225328021218973	0.196509518973108	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC	lightblue	notsig
K18856	0.579980145703075	0.676748979267252	-0.125274839172862	0.740893520641505	-0.222617292728794	0.259106479358495	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanC, vanE, vanG; D-alanine---D-serine ligase [EC:6.3.2.35]	lightblue	notsig
K19275	0.466706427315487	0.543266442302963	-0.156179343769967	0.797532182886116	-0.219144598422912	0.202467817113884	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac3-II; aminoglycoside 3-N-acetyltransferase II [EC:2.3.1.81]	lightblue	notsig
K12570	0.467596451077329	0.543266442302963	-0.154357311255472	0.795099653032788	-0.216395953876091	0.204900346967212	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aphD, strA; streptomycin 6-kinase [EC:2.7.1.72]	lightblue	notsig
K14336	0.469071695678724	0.543266442302963	-0.151618985881338	0.791253593216497	-0.211851484550967	0.208746406783503	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	rlmA2; 23S rRNA (guanine748-N1)-methyltransferase [EC:2.1.1.188]	lightblue	notsig
K18131	0.469071695678724	0.543266442302963	-0.151618985881338	0.791253593216497	-0.211851484550967	0.208746406783503	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mexR; MarR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon	lightblue	notsig
K19276	0.470524981859804	0.543266442302963	-0.148850283128098	0.787117920842278	-0.207388611302238	0.212882079157722	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac3-IV; aminoglycoside 3-N-acetyltransferase IV [EC:2.3.1.81]	lightblue	notsig
K19545	103.202191145303	118.753582955161	-0.227401178376176	0.815205557088418	-0.202497440370436	0.184794442911582	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	lnuA_C_D_E, lin; lincosamide nucleotidyltransferase A/C/D/E	lightblue	notsig
K18590	0.451237516623578	0.519132363259544	-0.144086593078408	0.779407864337586	-0.202215408921547	0.220592135662414	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dfrA12, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	lightblue	notsig
K09476	0.467596451077329	0.536319224504145	-0.141144219417269	0.774249266282852	-0.197827987802462	0.225750733717148	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ompF; outer membrane pore protein F	lightblue	notsig
K08160	0.464710393841753	0.53086259323846	-0.137113551622176	0.766679613068738	-0.192006573889785	0.233320386931262	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdfA, cmr; MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein	lightblue	notsig
K18555	0.556577127254287	0.622764842500257	-0.0977743820620767	0.656867682695764	-0.162105879170322	0.343132317304236	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	qnr, mcbG; fluoroquinolone resistance protein	lightblue	notsig
K02547	11.2241575206155	12.5304011477046	-0.0843626769394373	0.598548163024658	-0.15882544067779	0.401451836975342	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mecR1; methicillin resistance protein	lightblue	notsig
K02546	0.501619236294093	0.556796768185125	-0.101266726250725	0.669833641827017	-0.150558163133347	0.330166358172983	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mecI; BlaI family transcriptional regulator, methicillin resistance regulatory protein	lightblue	notsig
K00638	1.25263395561723	1.37051261248135	-0.0654162112896719	0.485980160908331	-0.129750712723235	0.514019839091669	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	catB; chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	lightblue	notsig
K19883	5.3301623547586	5.80383387197006	-0.0635556173191355	0.472657196501034	-0.122826746912292	0.527342803498966	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aacA-aphD; bifunctional aminoglycoside 6'-N-acetyltransferase / aminoglycoside 2''-phosphotransferase [EC:2.3.1.82 2.7.1.190]	lightblue	notsig
K18220	363.241990827084	388.344376592626	-0.129111796643137	0.74985058566046	-0.0964055871883398	0.25014941433954	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetM, tetO; ribosomal protection tetracycline resistance protein	lightblue	notsig
K18908	757.914131363815	783.630403279278	-0.133171772941996	0.75869905653114	-0.0481389662657314	0.24130094346886	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mepA; MATE family, multidrug efflux pump	lightblue	notsig
K07644	4.4060135601648	4.45252447441974	-0.00861810670395049	0.0618605854929263	-0.0151496063294527	0.938139414507074	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]	lightblue	notsig
K19078	7.80120070667384	7.83859078100688	-0.00424613299904761	0.0446376417730783	-0.00689811979017416	0.955362358226922	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	graR; two-component system, OmpR family, response regulator protein GraR	lightblue	notsig
K07660	0.563616216884394	0.558638535663049	0.00828266281704446	0.0130726228027833	0.0127980266332583	0.986927377197217	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	phoP; two-component system, OmpR family, response regulator PhoP	pink	notsig
K18792	0.59634212789756	0.584800513850478	0.0165062650051154	0.00439139603433125	0.0281956789259078	0.995608603965669	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaOXA-10; beta-lactamase class D OXA-10 [EC:3.5.2.6]	pink	notsig
K18907	1.99421308824608	1.93986040812115	0.0202164708546859	0.00254215627394905	0.0398667345299373	0.997457843726051	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	norG; GntR family transcriptional regulator, regulator for abcA and norABC	pink	notsig
K08641	1.82214160072716	1.69208518803231	0.0458181861360889	0.000230600346727727	0.106832874222308	0.999769399653272	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	pink	notsig
K07637	0.695720043551586	0.634585152479657	0.0748578721777517	0.0293164713812912	0.13269311843614	0.970683528618709	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]	pink	notsig
K03740	3.31517783021203	2.87055575360364	0.0951678780575022	0.0786762850354797	0.207756183604499	0.92132371496452	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltD; D-alanine transfer protein	pink	notsig
K08217	812.672580800715	698.685349231195	0.573142188641369	0.824298836048277	0.21803133057371	0.175701163951723	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mef; MFS transporter, DHA3 family, macrolide efflux protein	pink	notsig
K07690	1.21119222727616	0.991299987646482	0.0944024490081957	0.0766022196265649	0.289034234474505	0.923397780373435	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	evgA, bvgA; two-component system, NarL family, response regulator EvgA	pink	notsig
K22346	0.727037612870363	0.582375699198849	0.149394845019464	0.298190129851835	0.320079845638099	0.701809870148165	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaSME; beta-lactamase class A SME [EC:3.5.2.6]	pink	notsig
K18346	1.52077551220881	1.17479146656579	0.191040168973146	0.47654609809052	0.37240251537531	0.52345390190948	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanW; vancomycin resistance protein VanW	pink	notsig
K17881	0.727718710503611	0.556057049417527	0.242012274244106	0.557170069165867	0.388147998797316	0.442829930834133	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadB; aminoglycoside 2''-adenylyltransferase [EC:2.7.7.46]	pink	notsig
K07665	175.946793505669	130.733150138716	0.413437246993551	0.726905472331472	0.428514209143993	0.273094527668528	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	pink	notsig
K18231	51.6299904244342	34.8455414393978	0.357044032226858	0.676251504334919	0.56723525850386	0.323748495665081	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	msr, vmlR; macrolide transport system ATP-binding/permease protein	pink	notsig
K19271	11.5332020438969	7.78185510599112	0.36148440879159	0.679232621257472	0.567607090703255	0.320767378742528	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	catA; chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]	pink	notsig
K12340	38.174665351713	24.4202674402097	0.459041663274473	0.767838523037972	0.644536509882155	0.232161476962028	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tolC, bepC, cyaE, raxC, sapF, rsaF, hasF; outer membrane protein	pink	notsig
K18899	2.89032292691815	1.71036295619524	0.276847114876987	0.59565942437967	0.756928177648479	0.40434057562033	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdtF; multidrug efflux pump	pink	notsig
K13632	6.25179498000495	3.33348075575777	0.448741782040711	0.758582589510664	0.907241069252704	0.241417410489336	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	marA; AraC family transcriptional regulator, mar-sox-rob regulon activator	pink	notsig
K19077	11.3987602597247	5.94185822431043	0.594661789562338	0.833200810134494	0.939890836727325	0.166799189865506	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	graS; two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3]	pink	notsig
K15739	4.09887686597938	1.89452011770846	0.528360889487183	0.809198188577598	1.11339619098758	0.190801811422402	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanB, vanA, vanD; D-alanine---(R)-lactate ligase [EC:6.1.2.1]	pink	notsig
K00662	7.48887344108109	3.44820034605236	0.511593110544601	0.800392359549295	1.118905109118	0.199607640450705	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aacC; aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	pink	notsig
K03585	85.8608928654598	39.0840763365104	0.944317041493678	0.915304348863951	1.1354202320667	0.0846956511360486	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system	pink	notsig
K03739	1.78538535608599	0.787465323916091	0.513819083150472	0.801539999935596	1.18094719711198	0.198460000064404	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltB; membrane protein involved in D-alanine export	pink	notsig
K07260	204.996037120952	90.2528942797426	1.24229378295032	0.9568899202494	1.18355091755711	0.0431100797505999	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	red	sig
K18139	133.255529437575	54.8383031082467	1.19242099862937	0.961624555043721	1.28093956403568	0.0383754449562792	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system	red	sig
K18898	70.9367390763089	26.289925629757	1.13668986931887	0.950820064291158	1.43202295108877	0.0491799357088422	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdtE; membrane fusion protein, multidrug efflux system	red	sig
K08170	20.5858649591694	7.02618806341719	0.779633690285426	0.882596882205676	1.55083997039101	0.117403117794324	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	norB, norC; MFS transporter, DHA2 family, multidrug resistance protein	pink	notsig
K08168	101.38924652687	32.0192399776947	1.01050562544189	0.927168781550612	1.66289367742453	0.0728312184493883	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter	pink	notsig
K18142	4.57397775956313	1.4175710553226	0.814067064663015	0.892324781789562	1.69002829919441	0.107675218210438	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrF; multidrug efflux pump	pink	notsig
K18141	3.3559654592735	0.746472114032543	0.985038959422835	0.922428305526737	2.16856759544735	0.0775716944732627	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrE; membrane fusion protein, multidrug efflux system	pink	notsig
K00561	1920.30792191549	154.173222993596	1.44927839769366	0.973508386488286	3.63871354308477	0.0264916135117144	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ermC, ermA; 23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	red	sig
K18221	30.5956610715933	0.946778607666375	1.43164146151703	0.968627632750079	5.01415615223541	0.0313723672499211	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetX; tetracycline 11a-monooxygenase, tetracycline resistance protein [EC:1.14.13.231]	red	sig
K15632	74.0074090887165	0.543266442302963	2.02137062900145	0.947064033161558	7.0898659658357	0.0529359668384422	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cfr; 23S rRNA (adenine-C8)-methyltransferase [EC:2.1.1.224]	pink	notsig
