id	T1_LoCHO_FAT_mean	T2_LoCHO_PROT_mean	theta	prob	log2FC	P	level1	level2	level3	ko_name	color	sig	label_hjust	label_nudge
K19273	0.471577333298789	0.52693150478586	-0.111732463957867	0.595664132891497	-0.160121063980814	0.404335867108503	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat4; streptothricin acetyltransferase [EC:2.3.-.-]	lightblue	notsig	0	0.05
K18816	0.463641679368642	0.514972438990066	-0.105748999946324	0.597580013947297	-0.151484958027923	0.402419986052703	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac6-I, aacA7; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	lightblue	notsig	0	0.05
K14188	0.445444145068277	0.492354797599174	-0.100437824338761	0.598506068679526	-0.144453774780559	0.401493931320474	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltC; D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]	lightblue	notsig	0	0.05
K21252	0.476832902584688	0.524720368861749	-0.0977677074573658	0.598675646973035	-0.13806500577212	0.401324353026965	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	fosX; fosfomycin resistance protein FosX	lightblue	notsig	0	0.05
K18590	0.468538058939762	0.50916003191855	-0.0827638049073533	0.594323687410829	-0.119952933393058	0.405676312589171	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dfrA12, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	lightblue	notsig	0	0.05
K18552	0.460986330895977	0.499201210341515	-0.079400728163512	0.591696705303356	-0.114897459408388	0.408303294696644	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cmlA, cmlB, floR; MFS transporter, DHA1 family, chloramphenicol/florfenicol resistance protein	lightblue	notsig	0	0.05
K19275	0.484600050956143	0.524720368861749	-0.0816949364774723	0.593564935981551	-0.114754237846493	0.406435064018449	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac3-II; aminoglycoside 3-N-acetyltransferase II [EC:2.3.1.81]	lightblue	notsig	0	0.05
K12570	0.485524198418225	0.524720368861749	-0.0798083510156962	0.592059828486365	-0.112005593299672	0.407940171513635	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aphD, strA; streptomycin 6-kinase [EC:2.7.1.72]	lightblue	notsig	0	0.05
K14336	0.487056004211261	0.524720368861749	-0.0768231433702702	0.589200020518691	-0.107461123974549	0.410799979481309	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	rlmA2; 23S rRNA (guanine748-N1)-methyltransferase [EC:2.1.1.188]	lightblue	notsig	0	0.05
K18555	0.577916412636259	0.621855682213781	-0.0601256886343845	0.562673908259405	-0.10571896173025	0.437326091740595	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	qnr, mcbG; fluoroquinolone resistance protein	lightblue	notsig	0	0.05
K19276	0.488565009693479	0.524720368861749	-0.0738418504099154	0.585772512110212	-0.102998250725819	0.414227487889788	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac3-IV; aminoglycoside 3-N-acetyltransferase IV [EC:2.3.1.81]	lightblue	notsig	0	0.05
K19300	0.481838539836777	0.515928896867504	-0.0692138809458031	0.579312428764658	-0.0986224611379574	0.420687571235342	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-II; aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95]	lightblue	notsig	0	0.05
K19063	0.481838539836777	0.510802649892845	-0.0590933301172403	0.560453734954498	-0.0842162172366076	0.439546265045502	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat2; streptothricin acetyltransferase [EC:2.3.-.-]	lightblue	notsig	0	0.05
K18131	0.487056004211261	0.515928896867504	-0.0586605809893748	0.55949387380627	-0.0830845828740077	0.44050612619373	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mexR; MarR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon	lightblue	notsig	0	0.05
K02171	0.491955994972501	0.519107311029647	-0.0558384792056413	0.552972095270899	-0.0775035330300719	0.447027904729101	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaI; BlaI family transcriptional regulator, penicillinase repressor	lightblue	notsig	0	0.05
K17881	0.755619600570448	0.794581881376492	-0.0413478122099951	0.508847306752368	-0.0725357711030958	0.491152693247632	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadB; aminoglycoside 2''-adenylyltransferase [EC:2.7.7.46]	lightblue	notsig	0	0.05
K08160	0.482527489134689	0.505998129534445	-0.0476755522739109	0.530614182933299	-0.0685209181893623	0.469385817066701	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdfA, cmr; MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein	lightblue	notsig	0	0.05
K18900	0.482527489134689	0.50557010581883	-0.04788838651982	0.531263929359585	-0.0673000262966119	0.468736070640415	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC	lightblue	notsig	0	0.05
K19279	0.501070370963637	0.524720368861749	-0.0479144219874235	0.531343355431068	-0.0665355627506059	0.468656644568932	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ant9; aminoglycoside 9-adenylyltransferase [EC:2.7.7.-]	lightblue	notsig	0	0.05
K18782	0.491955994972501	0.514972438990066	-0.0470885154742447	0.528761846343604	-0.0659659486621345	0.471238153656396	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaIMP; metallo-beta-lactamase class B IMP [EC:3.5.2.6]	lightblue	notsig	0	0.05
K19272	0.491955994972501	0.511898329066306	-0.041020595234189	0.50760224720983	-0.0573280235617388	0.49239775279017	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-I; aminoglycoside 3'-phosphotransferase I [EC:2.7.1.95]	lightblue	notsig	0	0.05
K08641	1.89200289706914	1.96587638379246	-0.0263330045533084	0.437260524885337	-0.0552583087118828	0.562739475114663	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	lightblue	notsig	0	0.05
K09476	0.485524198418225	0.50014538362433	-0.0300483390132257	0.457764628093835	-0.0428043213433175	0.542235371906165	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ompF; outer membrane pore protein F	lightblue	notsig	0	0.05
K08151	0.472355338122543	0.484132098365428	-0.0242314721151258	0.424876826834511	-0.0355281869750226	0.575123173165489	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetA; MFS transporter, DHA1 family, tetracycline resistance protein	lightblue	notsig	0	0.05
K08217	843.830620315134	851.696289767531	-0.0309811450109375	0.462620702940487	-0.0133856250240515	0.537379297059513	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mef; MFS transporter, DHA3 family, macrolide efflux protein	lightblue	notsig	0	0.05
K08167	0.464488133582121	0.466824064843607	-0.00493557826879524	0.28977740740363	-0.00723719397137475	0.71022259259637	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein	lightblue	notsig	0	0.05
K03739	1.8538374101944	1.85254642281493	0.000327734585434808	0.248856378463032	0.00100502335939036	0.751143621536968	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltB; membrane protein involved in D-alanine export	pink	notsig	1	-0.05
K00638	1.30066020777375	1.25491058387529	0.024906318075139	0.0769841753894882	0.0516595415155607	0.923015824610512	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	catB; chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	pink	notsig	1	-0.05
K18908	786.972720285694	744.288018501827	0.238576319711217	0.461770819734936	0.0804526151188314	0.538229180265064	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mepA; MATE family, multidrug efflux pump	pink	notsig	1	-0.05
K07660	0.585225382459229	0.53721482862965	0.0800840387639495	0.0242867483160232	0.123493215832951	0.975713251683977	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	phoP; two-component system, OmpR family, response regulator PhoP	pink	notsig	1	-0.05
K18792	0.61920601185786	0.530976649156252	0.130219905214455	0.22468195163072	0.221771061848086	0.77531804836928	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaOXA-10; beta-lactamase class D OXA-10 [EC:3.5.2.6]	pink	notsig	1	-0.05
K18220	377.168765977213	319.435260486517	0.411937266670347	0.596323997485656	0.239686637053767	0.403676002514344	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetM, tetO; ribosomal protection tetracycline resistance protein	pink	notsig	1	-0.05
K02547	11.6544941061058	9.29495360191964	0.165952463165564	0.342780724519671	0.326366813159459	0.657219275480329	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mecR1; methicillin resistance protein	pink	notsig	1	-0.05
K05593	1.07473039766198	0.856908420104414	0.167484455809766	0.346697648884223	0.326761863456438	0.653302351115777	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadK; aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	pink	notsig	1	-0.05
K08168	105.276531793107	75.5476589522392	0.303131554643779	0.535351266541139	0.478724911738254	0.464648733458861	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter	pink	notsig	1	-0.05
K19271	11.9753874621098	8.51086757054283	0.305164605434531	0.537036564008215	0.492694226702505	0.462963435991785	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	catA; chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]	pink	notsig	1	-0.05
K07644	4.57494105673841	3.23847373689456	0.265446359959716	0.499239699754773	0.498439111640939	0.500760300245227	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]	pink	notsig	1	-0.05
K08170	21.3751313980645	15.0876985897122	0.261482086626447	0.49407673403218	0.502560528242593	0.50592326596782	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	norB, norC; MFS transporter, DHA2 family, multidrug resistance protein	pink	notsig	1	-0.05
K22346	0.754912389509146	0.516721303929349	0.255332473626001	0.485621552807489	0.546922857898037	0.514378447192511	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaSME; beta-lactamase class A SME [EC:3.5.2.6]	pink	notsig	1	-0.05
K18231	53.6094952333556	35.6802341680169	0.375740633950153	0.581789393677976	0.587363467654136	0.418210606322024	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	msr, vmlR; macrolide transport system ATP-binding/permease protein	pink	notsig	1	-0.05
K19077	11.8357911513514	7.74686424708196	0.375833489502599	0.581802451991321	0.611471780967549	0.418197548008679	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	graS; two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3]	pink	notsig	1	-0.05
K07665	182.692630973304	118.93780950845	0.719735866364413	0.800132453791494	0.619211032303318	0.199867546208506	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	pink	notsig	1	-0.05
K12340	39.6382901368711	25.5508620770776	0.451765669831259	0.645420067548132	0.633522762826577	0.354579932451868	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tolC, bepC, cyaE, raxC, sapF, rsaF, hasF; outer membrane protein	pink	notsig	1	-0.05
K18346	1.57908236864941	1.00583291010564	0.328753875922424	0.555834416224426	0.650695764315006	0.444165583775574	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanW; vancomycin resistance protein VanW	pink	notsig	1	-0.05
K18221	31.7687052214269	19.5910874776286	0.225186261766376	0.444042447687108	0.697408810080731	0.555957552312892	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetX; tetracycline 11a-monooxygenase, tetracycline resistance protein [EC:1.14.13.231]	pink	notsig	1	-0.05
K03585	89.1528177511369	53.9320509912168	0.629645310654381	0.753566442645779	0.725137496793986	0.246433557354221	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system	pink	notsig	1	-0.05
K15739	4.25602867640356	2.57262078766274	0.271906450225422	0.507033120549658	0.72626905651831	0.492966879450342	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanB, vanA, vanD; D-alanine---(R)-lactate ligase [EC:6.1.2.1]	pink	notsig	1	-0.05
K18139	138.36457476508	83.4661495336137	0.694337873787712	0.785112094388419	0.729211496577182	0.214887905611581	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system	pink	notsig	1	-0.05
K18898	73.6564687329757	43.9812776969242	0.613057016837605	0.75201869284439	0.743922716218566	0.24798130715561	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdtE; membrane fusion protein, multidrug efflux system	pink	notsig	1	-0.05
K07260	212.855628764392	124.603618589011	0.87917555859584	0.842915351075007	0.772529275329225	0.157084648924993	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	pink	notsig	1	-0.05
K18899	3.00113852239156	1.72078647383619	0.298656344724268	0.531668539992174	0.802441820711348	0.468331460007826	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdtF; multidrug efflux pump	pink	notsig	1	-0.05
K18698	1.84128461423812	0.910904889572603	0.35474444886144	0.574073422988902	1.01534031598031	0.425926577011098	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaTEM; beta-lactamase class A TEM [EC:3.5.2.6]	pink	notsig	1	-0.05
K18141	3.48463388842862	1.66586380790463	0.448420035185112	0.641341888630538	1.06473662940609	0.358658111369462	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrE; membrane fusion protein, multidrug efflux system	pink	notsig	1	-0.05
K13632	6.49149012861093	2.96841642312104	0.543829290200167	0.730081744779793	1.12885619439675	0.269918255220207	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	marA; AraC family transcriptional regulator, mar-sox-rob regulon activator	pink	notsig	1	-0.05
K00561	1993.93293588107	907.460954125742	0.584570705105221	0.747661255178412	1.1357094129782	0.252338744821588	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ermC, ermA; 23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	pink	notsig	1	-0.05
K18142	4.74934503924928	2.14898168935881	0.582067082926454	0.746734179108478	1.14407538142354	0.253265820891522	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrF; multidrug efflux pump	pink	notsig	1	-0.05
K15632	76.8448688864544	1.11561108802534	1.72528682505994	0.958600899847024	6.10604284740811	0.0413991001529758	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cfr; 23S rRNA (adenine-C8)-methyltransferase [EC:2.1.1.224]	red	sig	1	-0.05
