id	T1_LoCHO_PROT_mean	T2_LoCHO_FAT_mean	theta	prob	log2FC	P	level1	level2	level3	ko_name	color	sig
K18908	831.020803501691	1010.87231455943	-0.922046967057101	0.928610104974763	-0.282644280343821	0.0713898950252366	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mepA; MATE family, multidrug efflux pump	lightblue	notsig
K19077	6.39935249821067	7.58891472196853	-0.162508333107738	0.194983871761191	-0.245967645818508	0.805016128238809	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	graS; two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3]	lightblue	notsig
K08168	34.6952669765466	39.979546747081	-0.124380066816304	0.134767925299949	-0.204523248039043	0.865232074700051	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter	lightblue	notsig
K07660	0.597212101925791	0.665030896627091	-0.0853091598446718	0.083167449487064	-0.155177967657047	0.916832550512936	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	phoP; two-component system, OmpR family, response regulator PhoP	lightblue	notsig
K18138	7061.29660678997	7834.16027337622	-0.380208927831691	0.718289256747233	-0.149845525801666	0.281710743252767	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump	lightblue	notsig
K18907	2.12908326937956	2.27627536168379	-0.0520141979113591	0.0518281534379854	-0.0964427161057334	0.948171846562015	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	norG; GntR family transcriptional regulator, regulator for abcA and norABC	lightblue	notsig
K18938	1.64210006050609	1.75304867568279	-0.0411647466574199	0.038974010298002	-0.0943240153029761	0.961025989701998	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	qacR; TetR/AcrR family transcriptional regulator, repressor for qacA	lightblue	notsig
K18346	1.25145274424486	1.3288198641105	-0.047508467503871	0.0467403130074282	-0.0865417301158073	0.953259686992572	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanW; vancomycin resistance protein VanW	lightblue	notsig
K08217	744.828475663862	788.501339710476	-0.181410541111223	0.258052197739346	-0.0822049763721607	0.741947802260654	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mef; MFS transporter, DHA3 family, macrolide efflux protein	lightblue	notsig
K03739	0.827159750828377	0.847535515954992	-0.0195432950412072	0.0139969509788996	-0.0351078390601513	0.9860030490211	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltB; membrane protein involved in D-alanine export	lightblue	notsig
K19299	1.39984488374524	1.43344964956327	-0.0153395120959125	0.0103925994888018	-0.0342242587207507	0.989607400511198	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-III; aminoglycoside 3'-phosphotransferase III [EC:2.7.1.95]	lightblue	notsig
K18792	0.630422298105439	0.644147208646223	-0.0189008123413932	0.0134143023864042	-0.0310718649126345	0.986585697613596	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaOXA-10; beta-lactamase class D OXA-10 [EC:3.5.2.6]	lightblue	notsig
K18218	382.25350773413	381.958717011491	0.00175889293148522	0.000896287963147668	0.00111302363656226	0.999103712036852	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tet35; tetracycline resistance efflux pump	pink	notsig
K07260	96.1806771451875	95.2250271714085	0.0143888666133584	0.00132712771850307	0.0144062888750093	0.998672872281497	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	pink	notsig
K18231	37.4373048676659	36.6748790876994	0.0205507410759077	0.00555633313383541	0.0296843687149194	0.994443666866165	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	msr, vmlR; macrolide transport system ATP-binding/permease protein	pink	notsig
K18856	0.728887313432931	0.712788934049457	0.0196100085047215	0.00469760277835807	0.0322208505828393	0.995302397221642	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanC, vanE, vanG; D-alanine---D-serine ligase [EC:6.3.2.35]	pink	notsig
K00897	46.3135678874345	42.4841003848662	0.057220327374251	0.0973227756023394	0.124511887469581	0.902677224397661	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aphA; kanamycin kinase [EC:2.7.1.95]	pink	notsig
K05593	1.28773415232464	1.13639224125591	0.0967784939989664	0.257134434120602	0.180373898807624	0.742865565879398	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadK; aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	pink	notsig
K07644	4.65902233590841	4.0895404342087	0.117120295976386	0.365555094254372	0.188088518794375	0.634444905745628	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]	pink	notsig
K18345	0.930831801917058	0.812424609493111	0.0993584618378325	0.26994243315355	0.196286559762674	0.73005756684645	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanSB, vanS, vanSD; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]	pink	notsig
K02546	0.597006560431886	0.511257316270529	0.149963623763986	0.565476748366391	0.223697201504708	0.434523251633609	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mecI; BlaI family transcriptional regulator, methicillin resistance regulatory protein	pink	notsig
K22346	0.623510019863773	0.530408812478929	0.157378387462442	0.610471950776235	0.23330799917313	0.389528049223765	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaSME; beta-lactamase class A SME [EC:3.5.2.6]	pink	notsig
K15739	2.03367183152871	1.70275016058236	0.123133432383002	0.400551544549752	0.256220125699298	0.599448455450248	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanB, vanA, vanD; D-alanine---(R)-lactate ligase [EC:6.1.2.1]	pink	notsig
K03740	3.18131100263681	2.62330900516567	0.131494597428354	0.450901892407652	0.278233659843874	0.549098107592348	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltD; D-alanine transfer protein	pink	notsig
K19078	8.43722294791434	6.88888647849363	0.186020359512074	0.758864788681262	0.292497420072154	0.241135211318738	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	graR; two-component system, OmpR family, response regulator protein GraR	pink	notsig
K07690	1.09409091025989	0.892175248232995	0.118066192171102	0.370983979665364	0.294333590754208	0.629016020334636	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	evgA, bvgA; two-component system, NarL family, response regulator EvgA	pink	notsig
K21252	0.598492362434822	0.486552013293672	0.207498192926131	0.834352261609071	0.298738796592779	0.165647738390929	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	fosX; fosfomycin resistance protein FosX	pink	notsig
K08167	0.655884054072106	0.520070412934591	0.224637810609038	0.873939344450059	0.334733835887146	0.126060655549941	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein	pink	notsig
K09476	0.574866529600831	0.451035628464547	0.268990792543598	0.9263076128312	0.349985635126265	0.0736923871688004	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ompF; outer membrane pore protein F	pink	notsig
K19098	0.582440846511793	0.455691095861867	0.270047512840874	0.927059653122698	0.354055354343245	0.0729403468773023	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaOXA-9; beta-lactamase class D OXA-9 [EC:3.5.2.6]	pink	notsig
K12570	0.582440846511793	0.45508209277539	0.268465013514042	0.925930755173574	0.355984716943404	0.0740692448264255	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aphD, strA; streptomycin 6-kinase [EC:2.7.1.72]	pink	notsig
K19276	0.582440846511793	0.452994207734796	0.269557796241871	0.926712022713795	0.362618931932396	0.0732879772862045	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac3-IV; aminoglycoside 3-N-acetyltransferase IV [EC:2.3.1.81]	pink	notsig
K08160	0.569759912826155	0.442827123591837	0.279011798403988	0.932817086306741	0.36361052878014	0.0671829136932591	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdfA, cmr; MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein	pink	notsig
K18590	0.55767591097396	0.430833405015873	0.261271904230234	0.920324386216728	0.372296839812135	0.0796756137832723	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dfrA12, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	pink	notsig
K18344	1.37532090420258	1.05612969846089	0.209979689011586	0.841117846696714	0.380981266194202	0.158882153303286	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanRB, vanR, vanRD; two-component system, OmpR family, response regulator VanR	pink	notsig
K18347	0.618785591559523	0.474472826521556	0.2667659362559	0.924677285702301	0.383114138790879	0.0753227142976993	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanH; D-specific alpha-keto acid dehydrogenase [EC:1.1.1.-]	pink	notsig
K02171	0.605696288188018	0.463515776888483	0.25714554315896	0.916724171306602	0.385976125005692	0.0832758286933983	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaI; BlaI family transcriptional regulator, penicillinase repressor	pink	notsig
K18552	0.580191639820908	0.43675130012552	0.309555023189588	0.945867714257443	0.409717509624044	0.0541322857425572	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cmlA, cmlB, floR; MFS transporter, DHA1 family, chloramphenicol/florfenicol resistance protein	pink	notsig
K18816	0.564704400039214	0.423147288338397	0.313562836998823	0.946961460063388	0.416335951063218	0.0530385399366124	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac6-I, aacA7; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	pink	notsig
K08151	0.584139154853922	0.437272843212604	0.305968213905609	0.944781620579691	0.417778339118801	0.0552183794203089	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetA; MFS transporter, DHA1 family, tetracycline resistance protein	pink	notsig
K19272	0.582440846511793	0.435440510226841	0.321470012397503	0.94876427264862	0.419635903474644	0.0512357273513805	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-I; aminoglycoside 3'-phosphotransferase I [EC:2.7.1.95]	pink	notsig
K18900	0.582440846511793	0.435158979333697	0.324528562974509	0.949342391252065	0.420568969120615	0.0506576087479346	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC	pink	notsig
K00638	1.47198518557548	1.0948450457684	0.225812119217612	0.876100542563588	0.427036453251875	0.123899457436412	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	catB; chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	pink	notsig
K07665	138.907704631306	102.551179496932	0.377637867539152	0.950469220851711	0.437782536684198	0.0495307791482894	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	red	sig
K18591	4.76145327968466	3.4396779994633	0.281399533340197	0.934181917340652	0.469128461352125	0.0658180826593477	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dfrD, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	pink	notsig
K19063	0.582440846511793	0.418048359255659	0.360390256124619	0.951754345127968	0.478441694201864	0.0482456548720325	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat2; streptothricin acetyltransferase [EC:2.3.-.-]	red	sig
K02547	13.0355626420712	9.34895923543677	0.308231316563247	0.945481368684589	0.479575181633277	0.0545186313154109	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mecR1; methicillin resistance protein	pink	notsig
K18555	0.673289275859757	0.474644911249961	0.316529190227795	0.947689944408733	0.504377869935032	0.0523100555912671	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	qnr, mcbG; fluoroquinolone resistance protein	pink	notsig
K07637	0.682910713137797	0.458241355817588	0.408771967275596	0.943090139168292	0.575589300031207	0.0569098608317076	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]	pink	notsig
K19273	0.627323755947684	0.419053630932981	0.405283839124548	0.944244199074511	0.582075303298874	0.0557558009254893	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat4; streptothricin acetyltransferase [EC:2.3.-.-]	pink	notsig
K19300	0.688408311185941	0.436762688766861	0.40078930601981	0.945627622476506	0.656414898488538	0.0543723775234936	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-II; aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95]	pink	notsig
K18104	52.6945064803723	33.0497407011261	0.343696634955948	0.951557599280199	0.673013612729636	0.0484424007198008	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	abcA, bmrA; ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]	red	sig
K19883	6.03201238266055	3.71461153344897	0.396365456083597	0.94686038227064	0.699428045681937	0.0531396177293602	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aacA-aphD; bifunctional aminoglycoside 6'-N-acetyltransferase / aminoglycoside 2''-phosphotransferase [EC:2.3.1.82 2.7.1.190]	pink	notsig
K14188	0.789707443183868	0.476341389622791	0.381750610660923	0.949898624776164	0.729322377289417	0.0501013752238358	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltC; D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]	pink	notsig
K18234	15.5397677996984	9.26552014196046	0.420934321544929	0.938646902164105	0.746021073936531	0.0613530978358948	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vat; virginiamycin A acetyltransferase [EC:2.3.1.-]	pink	notsig
K18230	0.839366064350346	0.486064411220686	0.431365853203513	0.934473041843705	0.788152629699658	0.0655269581562952	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tylC, oleB, carA, srmB; macrolide transport system ATP-binding/permease protein	pink	notsig
K19279	0.814542616830903	0.442827123591837	0.534079507098032	0.898653631069821	0.879246591161578	0.101346368930179	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ant9; aminoglycoside 9-adenylyltransferase [EC:2.7.7.-]	pink	notsig
K18220	410.242870506519	212.143129043267	1.17043756939944	0.944399223280481	0.951440308836635	0.055600776719519	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetM, tetO; ribosomal protection tetracycline resistance protein	pink	notsig
K19591	8.89903519906319	3.45936468974105	0.534431902719081	0.89856559308294	1.36314182071769	0.10143440691706	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cueR; MerR family transcriptional regulator, copper efflux regulator	pink	notsig
K03367	978.418291801686	337.41201262485	1.33111457079891	0.962461391514093	1.53594003798098	0.0375386084859074	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltA; D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]	red	sig
K14205	37.4028676957019	5.79879404568685	1.32030145569701	0.962391490393899	2.68932408201514	0.0376085096061013	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mprF, fmtC; phosphatidylglycerol lysyltransferase [EC:2.3.2.3]	red	sig
K18698	4.3207135151704	0.538229267080184	1.20203699894946	0.956371314891436	3.00497682914872	0.0436286851085641	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaTEM; beta-lactamase class A TEM [EC:3.5.2.6]	red	sig
