id	T2_LoCHO_FAT_mean	T2_LoCHO_PROT_mean	theta	prob	log2FC	P	level1	level2	level3	ko_name	color	sig
K00561	654.786627254639	1033.195565253	-0.716570978751841	0.924134110429448	-0.658016593174558	0.0758658895705516	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ermC, ermA; 23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	lightblue	notsig
K18220	220.022245507928	346.762167841623	-1.16019896129224	0.971456314083105	-0.656297111580166	0.0285436859168949	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetM, tetO; ribosomal protection tetracycline resistance protein	blue	sig
K08170	10.7380594628073	16.8477659697795	-0.298867610112052	0.953700469249475	-0.649824002253299	0.0462995307505247	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	norB, norC; MFS transporter, DHA2 family, multidrug resistance protein	blue	sig
K18555	0.490984943297593	0.688727688940395	-0.281138691856772	0.95581894826569	-0.488254895841077	0.0441810517343104	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	qnr, mcbG; fluoroquinolone resistance protein	blue	sig
K19078	7.12703359982569	9.91763095279249	-0.339851645200119	0.940106359044782	-0.476693816046381	0.0598936409552181	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	graR; two-component system, OmpR family, response regulator protein GraR	lightblue	notsig
K18344	1.0999560500751	1.5135107541503	-0.226982641818281	0.948178172113051	-0.460453045703508	0.0518218278869491	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanRB, vanR, vanRD; two-component system, OmpR family, response regulator VanR	lightblue	notsig
K07260	98.0243669326683	134.034233269732	-0.497615635664632	0.889631669536118	-0.451389197455244	0.110368330463882	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	lightblue	notsig
K19273	0.431783306486255	0.569999372862536	-0.290589420025134	0.954931127868039	-0.400652864692191	0.0450688721319605	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat4; streptothricin acetyltransferase [EC:2.3.-.-]	blue	sig
K19063	0.434211220013864	0.557340652334594	-0.26090767058417	0.955613565954364	-0.360162381529473	0.044386434045636	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat2; streptothricin acetyltransferase [EC:2.3.-.-]	blue	sig
K18816	0.437304535372011	0.561147768009756	-0.264192335077228	0.955860482294141	-0.359742417264589	0.0441395177058588	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac6-I, aacA7; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	blue	sig
K02546	0.52972425620766	0.677938235114409	-0.217990824063427	0.944231610964566	-0.355912268283724	0.0557683890354342	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mecI; BlaI family transcriptional regulator, methicillin resistance regulatory protein	lightblue	notsig
K18907	2.32576369970086	2.95854460114224	-0.156465752647723	0.872877023497765	-0.347183119645954	0.127122976502235	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	norG; GntR family transcriptional regulator, regulator for abcA and norABC	lightblue	notsig
K18856	0.740781884194622	0.931958296432222	-0.196329142152388	0.92886506033196	-0.331216580192358	0.0711349396680402	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanC, vanE, vanG; D-alanine---D-serine ligase [EC:6.3.2.35]	lightblue	notsig
K19300	0.451904934035506	0.562914880435099	-0.232949835038537	0.950211160833708	-0.31689747691185	0.0497888391662923	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-II; aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95]	blue	sig
K19272	0.449088399614171	0.557605761825652	-0.23255781415744	0.950090388439671	-0.312246012475367	0.0499096115603289	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-I; aminoglycoside 3'-phosphotransferase I [EC:2.7.1.95]	blue	sig
K18345	0.82337467271986	1.01853217096053	-0.169925853520836	0.896293252739148	-0.306870572754568	0.103706747260852	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanSB, vanS, vanSD; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]	lightblue	notsig
K18590	0.449744014567787	0.554511643792062	-0.202913426685092	0.934531729233738	-0.302113673370191	0.0654682707662617	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dfrA12, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	lightblue	notsig
K18131	0.457858518794451	0.562914880435099	-0.22025556161222	0.945342386488507	-0.298014920582774	0.0546576135114933	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mexR; MarR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon	lightblue	notsig
K18782	0.457858518794451	0.561147768009756	-0.218187345890123	0.944331252923411	-0.293478863030313	0.0556687470765891	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaIMP; metallo-beta-lactamase class B IMP [EC:3.5.2.6]	lightblue	notsig
K00638	1.12278071171715	1.37514661316689	-0.144662635813894	0.847305974267539	-0.292509256698399	0.152694025732461	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	catB; chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	lightblue	notsig
K19276	0.467781044265175	0.571535199214744	-0.210292656963213	0.939815561213816	-0.289008951602194	0.0601844387861843	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac3-IV; aminoglycoside 3-N-acetyltransferase IV [EC:2.3.1.81]	lightblue	notsig
K18900	0.449599316213888	0.548796454275525	-0.21678770694674	0.943609799873752	-0.287631319022018	0.0563902001262484	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC	lightblue	notsig
K12570	0.470783549227596	0.571535199214744	-0.205915567439555	0.936812808526555	-0.279778444024327	0.0631871914734454	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aphD, strA; streptomycin 6-kinase [EC:2.7.1.72]	lightblue	notsig
K19098	0.470824116206159	0.571535199214744	-0.208237404544097	0.938454838841753	-0.279654133696402	0.0615451611582467	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaOXA-9; beta-lactamase class D OXA-9 [EC:3.5.2.6]	lightblue	notsig
K08160	0.457858518794451	0.553076798550491	-0.198541169809496	0.930871240198713	-0.272577957377783	0.0691287598012869	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdfA, cmr; MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein	lightblue	notsig
K18552	0.451123840607433	0.542733144630878	-0.198802408915134	0.931101838361835	-0.266719486150899	0.068898161638165	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cmlA, cmlB, floR; MFS transporter, DHA1 family, chloramphenicol/florfenicol resistance protein	lightblue	notsig
K07665	106.724440021801	128.360410956576	-0.286117730561701	0.95542108617512	-0.266309720797138	0.0445789138248804	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	blue	sig
K02171	0.478953569129394	0.562888161799459	-0.163225988350454	0.885314042991263	-0.232962502415618	0.114685957008737	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaI; BlaI family transcriptional regulator, penicillinase repressor	lightblue	notsig
K09476	0.465916982759242	0.54655737218015	-0.169022337159158	0.89488430850976	-0.230300025780946	0.10511569149024	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ompF; outer membrane pore protein F	lightblue	notsig
K08151	0.456780862631929	0.526758114039991	-0.144442310726278	0.846776744654096	-0.20563842352714	0.153223255345904	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetA; MFS transporter, DHA1 family, tetracycline resistance protein	lightblue	notsig
K21252	0.500784173769471	0.571535199214744	-0.133185190192965	0.816976267718769	-0.190653382979768	0.183023732281231	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	fosX; fosfomycin resistance protein FosX	lightblue	notsig
K08217	811.792564684616	899.257077668092	-0.311813291650771	0.950849566986459	-0.147622482979783	0.0491504330135407	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mef; MFS transporter, DHA3 family, macrolide efflux protein	blue	sig
K14188	0.491069312351544	0.537222605310825	-0.084228724933745	0.619399071413106	-0.129593342719583	0.380600928586894	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltC; D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]	lightblue	notsig
K19077	7.77440050605422	8.25743055796066	-0.0558669982664565	0.458988260349584	-0.0869615005359277	0.541011739650416	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	graS; two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3]	lightblue	notsig
K22346	0.547309165220964	0.563079656228977	-0.0271635692683681	0.301244928857255	-0.0409830119499833	0.698755071142745	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaSME; beta-lactamase class A SME [EC:3.5.2.6]	lightblue	notsig
K02547	9.6237490274933	9.83748890128751	-0.0189786550117724	0.254871231072328	-0.0316910832173199	0.745128768927672	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mecR1; methicillin resistance protein	lightblue	notsig
K18231	38.6347339796142	39.3023078742165	-0.0174531954286238	0.24592857961919	-0.024715567315185	0.75407142038081	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	msr, vmlR; macrolide transport system ATP-binding/permease protein	lightblue	notsig
K08167	0.539123739255755	0.508709015698845	0.0559319908081788	0.0215809086620632	0.0837757743293426	0.978419091337937	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein	pink	notsig
K18938	1.77622729513969	1.65625279977471	0.0460606196456372	0.00252211327482066	0.100893314809626	0.997477886725179	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	qacR; TetR/AcrR family transcriptional regulator, repressor for qacA	pink	notsig
K18218	396.03579560685	367.046708905838	0.161638395107202	0.57257338133682	0.109667167477085	0.42742661866318	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tet35; tetracycline resistance efflux pump	pink	notsig
K18138	8145.80748986714	7436.45624173061	0.391938097420701	0.785428463384795	0.131442434234762	0.214571536615205	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump	pink	notsig
K18792	0.653962944234277	0.580574461000441	0.105778414697132	0.292353571663303	0.171727779653229	0.707646428336697	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaOXA-10; beta-lactamase class D OXA-10 [EC:3.5.2.6]	pink	notsig
K17881	0.990340119840136	0.858986118154637	0.0994334534932251	0.249602037435394	0.205289269191499	0.750397962564606	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadB; aminoglycoside 2''-adenylyltransferase [EC:2.7.7.46]	pink	notsig
K07660	0.694931738413031	0.583650412035756	0.138576164405803	0.487543988202326	0.251766772573696	0.512456011797674	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	phoP; two-component system, OmpR family, response regulator PhoP	pink	notsig
K07644	4.23259747615782	3.49747452441078	0.156481123828807	0.557613546668202	0.275229744734821	0.442386453331798	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]	pink	notsig
K18346	1.32050439977317	1.0739949100245	0.167437490661266	0.587149274803102	0.298101952425318	0.412850725196898	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanW; vancomycin resistance protein VanW	pink	notsig
K18141	2.25688178079118	1.81807096284201	0.106208174710636	0.295240050127772	0.311922337929724	0.704759949872228	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrE; membrane fusion protein, multidrug efflux system	pink	notsig
K18908	1040.85986638935	806.346118675591	1.26666175214592	0.974850115752028	0.368304704004958	0.0251498842479719	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mepA; MATE family, multidrug efflux pump	red	sig
K05593	1.19992197467983	0.925987758500077	0.203574342052693	0.642495680321969	0.373875570778747	0.357504319678031	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadK; aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	pink	notsig
K19299	1.47149352877365	1.121037485502	0.195717443589626	0.634203608459132	0.392446677604656	0.365796391540868	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-III; aminoglycoside 3'-phosphotransferase III [EC:2.7.1.95]	pink	notsig
K19545	180.467919407725	135.647355492861	0.555269600217407	0.869825635375147	0.411881479622636	0.130174364624853	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	lnuA_C_D_E, lin; lincosamide nucleotidyltransferase A/C/D/E	pink	notsig
K18139	123.574735309136	86.7922625454477	0.494445093368795	0.844155239436324	0.509745477791158	0.155844760563676	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system	pink	notsig
K08641	3.22629484976131	2.19607642982603	0.278176084808171	0.685459327001203	0.554950026639389	0.314540672998797	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	pink	notsig
K03585	85.6643033837731	56.2688636407856	0.588583706929396	0.885651528139606	0.606357325246808	0.114348471860394	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system	pink	notsig
K19271	13.5495562139481	8.88283312949871	0.405549557008522	0.798126372573615	0.609153805510271	0.201873627426385	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	catA; chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]	pink	notsig
K18140	1.20098525139144	0.759946049710204	0.337707126547383	0.730688852588915	0.660249527126479	0.269311147411085	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	envR, acrS; TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor	pink	notsig
K18221	31.5797645540539	19.588835681996	0.288876098701706	0.69135367772309	0.68896876560531	0.30864632227691	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetX; tetracycline 11a-monooxygenase, tetracycline resistance protein [EC:1.14.13.231]	pink	notsig
K18898	76.1444748530918	45.6598657417706	0.641880293129437	0.904053545112023	0.737812739121688	0.0959464548879774	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdtE; membrane fusion protein, multidrug efflux system	pink	notsig
K18899	3.09217284868267	1.81731690663788	0.38647684671763	0.779913080173674	0.766810945420311	0.220086919826326	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdtF; multidrug efflux pump	pink	notsig
K18142	4.15302052708785	2.2517125247781	0.499790378650031	0.846424221043202	0.88313835168701	0.153575778956798	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrF; multidrug efflux pump	pink	notsig
K12340	52.9027430934575	26.5860764272443	0.742429493169497	0.922869376591386	0.992671650375516	0.0771306234086139	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tolC, bepC, cyaE, raxC, sapF, rsaF, hasF; outer membrane protein	pink	notsig
K13632	6.99804947125215	3.17086736381359	0.634133405939391	0.900872673053662	1.1420753321315	0.0991273269463384	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	marA; AraC family transcriptional regulator, mar-sox-rob regulon activator	pink	notsig
K15632	7.72727942908536	1.19266650138098	0.885191589485104	0.935265169210121	2.69576988200696	0.064734830789879	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cfr; 23S rRNA (adenine-C8)-methyltransferase [EC:2.1.1.224]	pink	notsig
