id	Prefeed_HiCHO_mean	T2_LoCHO_FAT_mean	theta	prob	log2FC	P	level1	level2	level3	ko_name	color	sig
K06979	0.540995134008674	0.433472710652105	0.293506735783479	0.960119161968831	0.319674446566285	0.0398808380311688	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mph; macrolide phosphotransferase	red	sig
K00984	0.54264900899313	0.433472710652105	0.297652953208497	0.961094030588061	0.32407817837504	0.0389059694119395	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadA; streptomycin 3"-adenylyltransferase [EC:2.7.7.47]	red	sig
K18131	0.54317106366538	0.433472710652105	0.298993058756473	0.96139597774361	0.325465453787839	0.0386040222563904	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mexR; MarR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon	red	sig
K19543	0.54317106366538	0.433472710652105	0.298993058756473	0.96139597774361	0.325465453787839	0.0386040222563904	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-VII; aminoglycoside 3'-phosphotransferase [EC:2.7.1.95]	red	sig
K18590	0.53960453163998	0.425524932125589	0.271552003906386	0.953286366802633	0.342658800208406	0.0467136331973667	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dfrA12, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	red	sig
K19272	0.544875715319377	0.425100079669598	0.329276095095133	0.967093001807908	0.358124663209881	0.0329069981920923	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-I; aminoglycoside 3'-phosphotransferase I [EC:2.7.1.95]	red	sig
K08151	0.557302567558714	0.432548416754706	0.303077800676018	0.962277406741394	0.365599172082551	0.0377225932586058	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetA; MFS transporter, DHA1 family, tetracycline resistance protein	red	sig
K18555	0.603539389856215	0.467206478016132	0.292482316752195	0.959865734865284	0.369387653269529	0.040134265134716	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	qnr, mcbG; fluoroquinolone resistance protein	red	sig
K19273	0.532072718073565	0.409139852258675	0.335801020852624	0.96797254068396	0.379029361755785	0.0320274593160397	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat4; streptothricin acetyltransferase [EC:2.3.-.-]	red	sig
K19300	0.556573879688757	0.427923779541375	0.342135046006278	0.968624501755165	0.379219352669468	0.0313754982448345	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-II; aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95]	red	sig
K18816	0.54232806172592	0.414452985675919	0.34626941059823	0.968938982330149	0.387957365840721	0.0310610176698506	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac6-I, aacA7; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	red	sig
K19063	0.553317838850962	0.410134178867111	0.380853506412945	0.969581051196567	0.43201245986996	0.0304189488034332	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat2; streptothricin acetyltransferase [EC:2.3.-.-]	red	sig
K00897	56.5611607968	41.7316065269454	0.246422578353298	0.941192453673881	0.438671268087099	0.0588075463261188	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aphA; kanamycin kinase [EC:2.7.1.95]	pink	notsig
K17881	1.33612003000091	0.944290745945423	0.263969555625998	0.950137142256072	0.500746580667276	0.049862857743928	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadB; aminoglycoside 2''-adenylyltransferase [EC:2.7.7.46]	red	sig
K22346	0.783577875552141	0.516487228306233	0.387511866544272	0.969539419121049	0.601343988877912	0.0304605808789505	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaSME; beta-lactamase class A SME [EC:3.5.2.6]	red	sig
K18141	3.43000329950393	2.17207735279968	0.241190408452551	0.938032199806473	0.659134482372737	0.0619678001935265	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrE; membrane fusion protein, multidrug efflux system	pink	notsig
K18104	51.895953843187	32.3695459846393	0.418859802295724	0.967906622768154	0.680984930337663	0.0320933772318457	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	abcA, bmrA; ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]	red	sig
K18231	59.775323103368	36.5948905680006	0.63242083727073	0.952929326408468	0.70790779176889	0.0470706735915323	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	msr, vmlR; macrolide transport system ATP-binding/permease protein	red	sig
K07690	1.46824256517442	0.846803683841877	0.377749139616548	0.969583145132018	0.79399088178067	0.0304168548679823	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	evgA, bvgA; two-component system, NarL family, response regulator EvgA	red	sig
K07637	0.821984062563796	0.448950105248569	0.476169734176642	0.961981230846864	0.872555304014375	0.0380187691531364	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]	red	sig
K03367	761.058322772391	333.023355881709	1.2287607514896	0.988967593955306	1.19238365595295	0.0110324060446936	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltA; D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]	red	sig
K18220	483.617090378259	209.218749154759	2.16167890789046	0.999714578762744	1.20885308378397	0.000285421237256056	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetM, tetO; ribosomal protection tetracycline resistance protein	red	sig
K07665	242.731240710687	102.039803295869	1.86675568577497	0.998852152865783	1.25022777947912	0.00114784713421701	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	red	sig
K07260	228.018433017421	93.4148527772626	2.01290920253219	0.999246528797341	1.28742659766745	0.000753471202659339	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	red	sig
K08168	110.903749280247	39.489527440141	1.14584910274915	0.987934973331295	1.48976613026242	0.0120650266687047	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter	red	sig
K00662	18.2344037744016	4.77860706170872	0.946555540572188	0.975578705853092	1.93200098069139	0.0244212941469077	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aacC; aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	red	sig
K15739	9.25189285736836	1.69419895071132	1.42513008096379	0.993223956586036	2.44914525768394	0.00677604341396421	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanB, vanA, vanD; D-alanine---(R)-lactate ligase [EC:6.1.2.1]	red	sig
K08170	59.1397080278092	10.4434203039908	1.57306508275693	0.997001682881926	2.5015328373982	0.00299831711807352	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	norB, norC; MFS transporter, DHA2 family, multidrug resistance protein	red	sig
