id	Prefeed_HiCHO_mean	T1_LoCHO_PROT_mean	theta	prob	log2FC	P	level1	level2	level3	ko_name	color	sig	label_hjust	label_nudge
K18138	5699.3909085573	6183.29969989751	-0.307875572508555	0.325461694606375	-0.117569186319288	0.674538305393625	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump	lightblue	notsig	0	0.05
K08167	0.535528746154916	0.57856325895547	-0.0802307689330339	0.268347460404746	-0.111510691207986	0.731652539595254	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein	lightblue	notsig	0	0.05
K18555	0.557102342367408	0.593786366353298	-0.0615021679904058	0.244397095909745	-0.0920015867715026	0.755602904090255	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	qnr, mcbG; fluoroquinolone resistance protein	lightblue	notsig	0	0.05
K02171	0.499349369139476	0.529159985467429	-0.0641376973117209	0.248590068748245	-0.0836544220795055	0.751409931251755	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaI; BlaI family transcriptional regulator, penicillinase repressor	lightblue	notsig	0	0.05
K18552	0.482894380038048	0.509779124185051	-0.0627602012077133	0.246433042280927	-0.0781646217771672	0.753566957719073	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cmlA, cmlB, floR; MFS transporter, DHA1 family, chloramphenicol/florfenicol resistance protein	lightblue	notsig	0	0.05
K18900	0.487758596212198	0.512092706075088	-0.058320245487504	0.239112042416917	-0.0702377114148665	0.760887957583083	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC	lightblue	notsig	0	0.05
K21252	0.502952321597201	0.527080052853722	-0.0545236774983914	0.232578996793758	-0.0676004515891334	0.767421003206242	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	fosX; fosfomycin resistance protein FosX	lightblue	notsig	0	0.05
K02546	0.501785801553767	0.524948918244827	-0.0498965213184049	0.224394372076095	-0.0651053946990296	0.775605627923905	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mecI; BlaI family transcriptional regulator, methicillin resistance regulatory protein	lightblue	notsig	0	0.05
K18899	1.55529259331949	1.61458593531445	-0.025885335766897	0.186056408248271	-0.053978213014274	0.813943591751729	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdtF; multidrug efflux pump	lightblue	notsig	0	0.05
K07660	0.510531178973541	0.526498598697492	-0.0364477030758027	0.201012793482213	-0.0444306199128733	0.798987206517787	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	phoP; two-component system, OmpR family, response regulator PhoP	lightblue	notsig	0	0.05
K18782	0.498721449920983	0.512092706075088	-0.0317763935130608	0.193780953963513	-0.038170756001712	0.806219046036487	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaIMP; metallo-beta-lactamase class B IMP [EC:3.5.2.6]	lightblue	notsig	0	0.05
K06979	0.499370316885869	0.512092706075088	-0.0302350973510297	0.191593709513857	-0.0362949419424248	0.808406290486143	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mph; macrolide phosphotransferase	lightblue	notsig	0	0.05
K00984	0.500896940737284	0.512092706075088	-0.0265727440407379	0.186853221724556	-0.0318912101336694	0.813146778275444	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadA; streptomycin 3"-adenylyltransferase [EC:2.7.7.47]	lightblue	notsig	0	0.05
K18131	0.501378827894348	0.512092706075088	-0.0254205415308822	0.185518335980236	-0.0305039347208702	0.814481664019764	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mexR; MarR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon	lightblue	notsig	0	0.05
K19543	0.501378827894348	0.512092706075088	-0.0254205415308822	0.185518335980236	-0.0305039347208702	0.814481664019764	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-VII; aminoglycoside 3'-phosphotransferase [EC:2.7.1.95]	lightblue	notsig	0	0.05
K18218	333.185545743123	334.61703386596	-0.00953838326450797	0.177206524124811	-0.00618507337985935	0.822793475875189	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tet35; tetracycline resistance efflux pump	lightblue	notsig	0	0.05
K19063	0.510744897977545	0.512092706075088	-0.00315769448187005	0.179096237615245	-0.00380212298831319	0.820903762384755	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat2; streptothricin acetyltransferase [EC:2.3.-.-]	lightblue	notsig	0	0.05
K09476	0.504990963181029	0.505619566530677	-0.00148986244212997	0.179936030012811	-0.00179472314114263	0.820063969987189	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ompF; outer membrane pore protein F	lightblue	notsig	0	0.05
K08151	0.514423036859775	0.51478116125005	-0.000795717452434973	0.180307737316326	-0.00100400737515801	0.819692262683674	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetA; MFS transporter, DHA1 family, tetracycline resistance protein	lightblue	notsig	0	0.05
K08160	0.502952321597201	0.50021444822663	0.00656927082374979	0.184351082358401	0.00787491424240066	0.815648917641599	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdfA, cmr; MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein	pink	notsig	1	-0.05
K18816	0.500600687539325	0.497334552127652	0.00778029998664964	0.184879677354692	0.00944360715795404	0.815120322645308	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac6-I, aacA7; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	pink	notsig	1	-0.05
K18590	0.498086709138103	0.490818705037886	0.0176812592316441	0.184665545812484	0.0212066839210673	0.815334454187516	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dfrA12, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	pink	notsig	1	-0.05
K18104	47.9030166569875	45.3586035539448	0.054065842129628	0.0610424534516766	0.0787402864671795	0.938957546548323	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	abcA, bmrA; ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]	pink	notsig	1	-0.05
K03585	39.2427542086043	36.7511092656619	0.0868836673499011	0.00489039139754421	0.094638503298021	0.995109608602456	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system	pink	notsig	1	-0.05
K18898	27.1696959581589	24.7043168781241	0.108981716676747	0.0334899405391654	0.137235258161093	0.966510059460835	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdtE; membrane fusion protein, multidrug efflux system	pink	notsig	1	-0.05
K18220	446.407009031879	367.17570553296	0.420276826346147	0.349724989367571	0.281889074218443	0.650275010632429	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetM, tetO; ribosomal protection tetracycline resistance protein	pink	notsig	1	-0.05
K18792	0.678216956532463	0.551125551617124	0.188069336638914	0.0742126841175729	0.29936583872478	0.925787315882427	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaOXA-10; beta-lactamase class D OXA-10 [EC:3.5.2.6]	pink	notsig	1	-0.05
K03739	0.919783571621078	0.738313010087733	0.185073582385161	0.0691601938671781	0.317061848770187	0.930839806132822	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltB; membrane protein involved in D-alanine export	pink	notsig	1	-0.05
K07637	0.758739618887284	0.598391798114143	0.177650659679989	0.0567494056505373	0.342514471486623	0.943250594349463	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]	pink	notsig	1	-0.05
K22346	0.723288450156289	0.550092697740087	0.25301521094848	0.143806159316417	0.394896362233279	0.856193840683583	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaSME; beta-lactamase class A SME [EC:3.5.2.6]	pink	notsig	1	-0.05
K15632	0.682669844815013	0.512092706075088	0.266148098655426	0.159157989458498	0.414783015545262	0.840842010541502	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cfr; 23S rRNA (adenine-C8)-methyltransferase [EC:2.1.1.224]	pink	notsig	1	-0.05
K00897	52.209276969352	39.0519027132126	0.270723684900283	0.164220482639594	0.418913337329319	0.835779517360406	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aphA; kanamycin kinase [EC:2.7.1.95]	pink	notsig	1	-0.05
K07690	1.3552742140278	0.946709962823261	0.266375010271228	0.159419027770511	0.517590373386173	0.840580972229489	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	evgA, bvgA; two-component system, NarL family, response regulator EvgA	pink	notsig	1	-0.05
K18139	77.3218040804226	51.4640786349375	0.580161926683187	0.548975091431226	0.58730950087755	0.451024908568774	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system	pink	notsig	1	-0.05
K18231	55.1761377572861	33.3947997020613	0.601552195108041	0.579512281448484	0.724421012708012	0.420487718551516	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	msr, vmlR; macrolide transport system ATP-binding/permease protein	pink	notsig	1	-0.05
K07665	224.05520673288	124.358628471215	0.997780330882294	0.861372210209892	0.84934764245873	0.138627789790108	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	pink	notsig	1	-0.05
K18142	3.04061675080951	1.32491760510361	0.56927157313826	0.533315244279805	1.19846134272462	0.466684755720195	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrF; multidrug efflux pump	pink	notsig	1	-0.05
K17881	1.23331734582369	0.523176973080684	0.802258005372035	0.78360447811564	1.23717311937023	0.21639552188436	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadB; aminoglycoside 2''-adenylyltransferase [EC:2.7.7.46]	pink	notsig	1	-0.05
K07260	210.474420181943	85.7628297792338	1.74206256182946	0.9900923627904	1.29522049331049	0.00990763720960008	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	red	sig	1	-0.05
K08168	102.370681250933	30.4764051884778	1.27862261064543	0.921375965668864	1.74803794321015	0.0786240343311355	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter	pink	notsig	1	-0.05
K00561	578.03908058177	145.130628625486	2.11900174569885	0.999543056035015	1.9938150145772	0.000456943964985301	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ermC, ermA; 23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	red	sig	1	-0.05
K18141	3.16609471493951	0.707683188206234	1.05456954162502	0.878978579271622	2.16152886288876	0.121021420728378	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrE; membrane fusion protein, multidrug efflux system	pink	notsig	1	-0.05
K15739	8.54004107900916	1.79325398426255	1.20769017719295	0.91316476386359	2.25166317330123	0.0868352361364103	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanB, vanA, vanD; D-alanine---(R)-lactate ligase [EC:6.1.2.1]	pink	notsig	1	-0.05
K18221	4.64682602332189	0.907743184795078	0.904103615791004	0.833532318117549	2.35588953287653	0.166467681882451	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetX; tetracycline 11a-monooxygenase, tetracycline resistance protein [EC:1.14.13.231]	pink	notsig	1	-0.05
K00662	16.8314267885851	3.26533767302931	1.28175565790311	0.921915970140309	2.36585338246381	0.078084029859691	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aacC; aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	pink	notsig	1	-0.05
K08170	54.5894276711023	6.72255094751331	1.89875810723543	0.991128391070446	3.02154088273788	0.0088716089295543	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	norB, norC; MFS transporter, DHA2 family, multidrug resistance protein	red	sig	1	-0.05
