id	Prefeed_HiCHO_mean	T1_LoCHO_FAT_mean	theta	prob	log2FC	P	level1	level2	level3	ko_name	color	sig
K08217	530.508371934708	779.829606420969	-1.6033010638115	0.991601269731425	-0.555783409602533	0.00839873026857496	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mef; MFS transporter, DHA3 family, macrolide efflux protein	blue	sig
K07644	2.98986557285394	4.23255265580543	-0.310515365497795	0.750173989999092	-0.50144739536416	0.249826010000908	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]	lightblue	notsig
K19545	71.9428546412803	99.3619346540652	-0.544903051004399	0.895458934186894	-0.465841858503492	0.104541065813106	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	lnuA_C_D_E, lin; lincosamide nucleotidyltransferase A/C/D/E	lightblue	notsig
K18142	3.21291796810126	4.40057286096054	-0.219541522895568	0.643147649896962	-0.45380719764034	0.356852350103038	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrF; multidrug efflux pump	lightblue	notsig
K18344	0.543938126384619	0.634531268837845	-0.147430013641786	0.471923708226636	-0.222248707352959	0.528076291773364	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanRB, vanR, vanRD; two-component system, OmpR family, response regulator VanR	lightblue	notsig
K18856	0.490361253534056	0.557334812229388	-0.118776015346857	0.400983630964759	-0.184699282500246	0.599016369035241	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanC, vanE, vanG; D-alanine---D-serine ligase [EC:6.3.2.35]	lightblue	notsig
K18234	8.69362163172628	9.44831011660238	-0.0739336552240175	0.172383073117659	-0.120099011018748	0.827616926882341	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vat; virginiamycin A acetyltransferase [EC:2.3.1.-]	lightblue	notsig
K18908	670.751266484677	727.844321573977	-0.385015000827541	0.815932345172553	-0.117852032240894	0.184067654827447	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mepA; MATE family, multidrug efflux pump	lightblue	notsig
K19078	6.93108299419426	7.49649255964479	-0.0790091630959431	0.209705349206676	-0.113134955216844	0.790294650793324	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	graR; two-component system, OmpR family, response regulator protein GraR	lightblue	notsig
K00638	1.17499875800179	1.20224413402533	-0.0185510728699716	0.047902614469587	-0.0330706552187184	0.952097385530413	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	catB; chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	lightblue	notsig
K07660	0.539461212191018	0.546038152778839	-0.0122936889084015	0.0827754572042408	-0.0174825264537926	0.917224542795759	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	phoP; two-component system, OmpR family, response regulator PhoP	lightblue	notsig
K05593	1.03513340068063	0.992742821318953	0.0332362651871029	0.40210555847371	0.06032477550872	0.59789444152629	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadK; aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	pink	notsig
K18141	3.34550633375002	3.16566249854555	0.0358008739446472	0.41771274408072	0.0797171222449453	0.58228725591928	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrE; membrane fusion protein, multidrug efflux system	pink	notsig
K19299	0.78243567023308	0.72983678340009	0.0596250058083824	0.557338392805117	0.100398278549702	0.442661607194883	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-III; aminoglycoside 3'-phosphotransferase III [EC:2.7.1.95]	pink	notsig
K22346	0.764274700850929	0.709833129536635	0.0495751598019841	0.498498950198628	0.106611364962213	0.501501049801372	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaSME; beta-lactamase class A SME [EC:3.5.2.6]	pink	notsig
K02546	0.530220264530535	0.484417153004183	0.093212426203865	0.736323622436363	0.130341858584569	0.263676377563637	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mecI; BlaI family transcriptional regulator, methicillin resistance regulatory protein	pink	notsig
K18555	0.588671402072298	0.537265868303273	0.0952752362781869	0.745071750182289	0.131826353864948	0.254928249817711	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	qnr, mcbG; fluoroquinolone resistance protein	pink	notsig
K18345	0.599483468325514	0.545924180741703	0.0870875053595025	0.708496367184455	0.135019369550102	0.291503632815545	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanSB, vanS, vanSD; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]	pink	notsig
K08168	108.171673102282	95.3297968847072	0.141238857436364	0.874666699542762	0.182323622686919	0.125333300457238	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter	pink	notsig
K07260	222.401276401647	194.719614840927	0.289104261446502	0.91221264644985	0.191766848487096	0.0877873535501501	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	pink	notsig
K19279	0.531452887223514	0.46486425731365	0.155353056841093	0.895268451919032	0.193132300372629	0.104731548080968	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ant9; aminoglycoside 9-adenylyltransferase [EC:2.7.7.-]	pink	notsig
K18900	0.515398186058404	0.448378379749311	0.158616182975302	0.899065774823171	0.200970744797126	0.100934225176829	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC	pink	notsig
K18230	0.522737501944061	0.454192596588025	0.151655956516863	0.890554049418939	0.202782473961914	0.109445950581061	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tylC, oleB, carA, srmB; macrolide transport system ATP-binding/permease protein	pink	notsig
K18782	0.526982266706925	0.456642739289861	0.1652300026192	0.905787257696887	0.206688520728413	0.0942127423031135	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaIMP; metallo-beta-lactamase class B IMP [EC:3.5.2.6]	pink	notsig
K02171	0.527645767932155	0.456642739289861	0.166073253150954	0.906559159055725	0.208503814883537	0.093440840944275	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaI; BlaI family transcriptional regulator, penicillinase repressor	pink	notsig
K06979	0.527667902714763	0.456642739289861	0.166829597549999	0.907232985873529	0.208564334787701	0.0927670141264706	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mph; macrolide phosphotransferase	pink	notsig
K00984	0.52928103505097	0.456642739289861	0.17038744729529	0.910213826963635	0.212968066596456	0.0897861730363647	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadA; streptomycin 3"-adenylyltransferase [EC:2.7.7.47]	pink	notsig
K19543	0.529790229083765	0.456642739289861	0.171519822968474	0.911100112669476	0.214355342009255	0.0888998873305241	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-VII; aminoglycoside 3'-phosphotransferase [EC:2.7.1.95]	pink	notsig
K18231	58.3027783306195	50.0440492165823	0.166557856172019	0.906991141432983	0.220366107431116	0.093008858567017	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	msr, vmlR; macrolide transport system ATP-binding/permease protein	pink	notsig
K19276	0.531452887223514	0.453577007562351	0.182392660661374	0.918118711514028	0.228594293973675	0.0818812884859716	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac3-IV; aminoglycoside 3-N-acetyltransferase IV [EC:2.3.1.81]	pink	notsig
K18131	0.529790229083765	0.452030639724351	0.181986967531512	0.917902481593864	0.229000671045942	0.0820975184061359	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mexR; MarR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon	pink	notsig
K18140	0.589651853427697	0.50294664889532	0.151089410240275	0.889793609867235	0.229458027961955	0.110206390132765	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	envR, acrS; TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor	pink	notsig
K07637	0.801734764496134	0.683126807843336	0.110116188150899	0.799357812055822	0.230971624372273	0.200642187944178	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]	pink	notsig
K14336	0.531452887223514	0.452030639724351	0.185713696296247	0.919789640557356	0.233521238630608	0.0802103594426444	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	rlmA2; 23S rRNA (guanine748-N1)-methyltransferase [EC:2.1.1.188]	pink	notsig
K12570	0.531452887223514	0.450490764254288	0.188851675822151	0.9211890172333	0.238444275026619	0.0788109827667002	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aphD, strA; streptomycin 6-kinase [EC:2.7.1.72]	pink	notsig
K19275	0.531452887223514	0.450007394602381	0.189731716601366	0.921548777449609	0.239993095665153	0.0784512225503915	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac3-II; aminoglycoside 3-N-acetyltransferase II [EC:2.3.1.81]	pink	notsig
K19273	0.518965287464341	0.43837240469247	0.192962688956934	0.92277500690998	0.243481058586247	0.0772249930900201	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat4; streptothricin acetyltransferase [EC:2.3.-.-]	pink	notsig
K09476	0.533607051563185	0.450490764254288	0.192723092997617	0.922688562542666	0.244280202817623	0.077311437457334	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	ompF; outer membrane pore protein F	pink	notsig
K08160	0.531452887223514	0.448378379749311	0.194261089558354	0.923222311144955	0.245225089075788	0.0767776888550447	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mdfA, cmr; MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein	pink	notsig
K18138	6022.35564625552	5068.78268257286	0.709199886502985	0.920311533074236	0.248688596395419	0.0796884669257639	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump	pink	notsig
K18552	0.510258331605358	0.428525466759538	0.191928483718515	0.922402196189525	0.251846889540038	0.0775978038104745	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cmlA, cmlB, floR; MFS transporter, DHA1 family, chloramphenicol/florfenicol resistance protein	pink	notsig
K21252	0.531452887223514	0.443358823119569	0.204941845536466	0.926071266398873	0.261467017572717	0.073928733601127	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	fosX; fosfomycin resistance protein FosX	pink	notsig
K19063	0.539687041910567	0.447717730105201	0.211580639607945	0.927200221038687	0.26953359642129	0.0727997789613128	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	sat2; streptothricin acetyltransferase [EC:2.3.-.-]	pink	notsig
K18590	0.526311557362889	0.434636782289242	0.217851944047811	0.927898568139117	0.276106803982692	0.0721014318608827	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dfrA12, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	pink	notsig
K18347	0.519282788697554	0.428412061328642	0.21268159886132	0.927347563891527	0.277521311320855	0.0726524361084735	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanH; D-specific alpha-keto acid dehydrogenase [EC:1.1.1.-]	pink	notsig
K19300	0.542862871288739	0.447717730105201	0.218143858503739	0.927922418821018	0.277998363510258	0.072077581178982	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aph3-II; aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95]	pink	notsig
K18816	0.528967994210628	0.431249778101502	0.228069987000788	0.928336030941298	0.294656718689082	0.0716639690587024	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aac6-I, aacA7; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	pink	notsig
K08151	0.543573608180631	0.439538262401112	0.231390113714004	0.928295197025988	0.306486652063422	0.0717048029740124	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetA; MFS transporter, DHA1 family, tetracycline resistance protein	pink	notsig
K18792	0.71664916183007	0.571179471130761	0.188767446378311	0.921152947013426	0.327322887090485	0.078847052986574	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	blaOXA-10; beta-lactamase class D OXA-10 [EC:3.5.2.6]	pink	notsig
K07690	1.43207290849627	1.13207384512273	0.121970362782215	0.833458573692446	0.339136875585613	0.166541426307554	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	evgA, bvgA; two-component system, NarL family, response regulator EvgA	pink	notsig
K14188	0.525200168136387	0.408395382559735	0.277841930857575	0.916966930079579	0.362900823325413	0.0830330699204208	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltC; D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]	pink	notsig
K08167	0.565875304902465	0.432333337805539	0.278781491580754	0.916582527337076	0.388340090140421	0.0834174726629242	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein	pink	notsig
K18220	471.703347691885	347.656986861125	0.789509452750061	0.932466973350317	0.440215256092974	0.0675330266496825	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tetM, tetO; ribosomal protection tetracycline resistance protein	pink	notsig
K07665	236.751639076862	167.211310208137	0.773630268943226	0.930959698622986	0.50170197886705	0.069040301377014	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	pink	notsig
K14205	3.49132864998016	2.4195613060773	0.268698009893118	0.920556973582201	0.529030674573795	0.0794430264177985	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	mprF, fmtC; phosphatidylglycerol lysyltransferase [EC:2.3.2.3]	pink	notsig
K18218	352.066016325374	228.246149016936	1.00914937233921	0.962345331280246	0.625255456548726	0.037654668719754	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	tet35; tetracycline resistance efflux pump	red	sig
K17881	1.30320516708097	0.701293412883644	0.538418953404147	0.877420051769971	0.893974146906454	0.122579948230029	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aadB; aminoglycoside 2''-adenylyltransferase [EC:2.7.7.46]	pink	notsig
K15739	9.02397562065869	3.90701295968289	0.682916697229367	0.914528106885151	1.20769712913645	0.0854718931148488	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	vanB, vanA, vanD; D-alanine---(R)-lactate ligase [EC:6.1.2.1]	pink	notsig
K00662	17.7852054335453	7.12846144623443	0.73262705971987	0.923594582129691	1.31901500391344	0.0764054178703093	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aacC; aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	pink	notsig
K08170	57.6828214164624	19.5694243277537	1.10062283056674	0.966294441993854	1.55954041532215	0.0337055580061463	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	norB, norC; MFS transporter, DHA2 family, multidrug resistance protein	red	sig
K03367	742.30990960167	109.615714872304	2.74324909964588	0.998216049318909	2.75956698582134	0.00178395068109105	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	dltA; D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]	red	sig
K18104	50.6175146547206	6.18731352458222	1.95338977535178	0.997930799160787	3.03225162673971	0.00206920083921347	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	abcA, bmrA; ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]	red	sig
K00897	55.167795820288	4.48627689964469	1.9882802551545	0.998194694344913	3.62023576648207	0.00180530565508674	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	aphA; kanamycin kinase [EC:2.7.1.95]	red	sig
